review,voted_up,playtime_hours,votes_up,burnout_score,review_lower,theme_endgame_emptiness,theme_grind_fatigue,theme_pal_management_burden,theme_base_building_issues,theme_early_access_unfinished,theme_progression_ceiling,theme_performance_bugs,theme_update_disappointment,theme_raid_dungeon_lack,theme_multiplayer_issues,theme_creative_freedom_positive,theme_quit_signal,playtime_bucket
"Really fun game but lazy devs. I mean accidently using a move and then it stunlocking me for 10 seconds until the animation is over during a boss fight where a single hit is half my hp... How hard is it to add a button to cancel it? Games fun till you're grinding level 4 pals for expeditions and letting your pals do all the fighting while you sit there and do no damage with your own guns. I tried over and over to 100% the game, so ♥♥♥♥♥♥♥ boring.",False,233.01666666666668,3,9,"really fun game but lazy devs. i mean accidently using a move and then it stunlocking me for 10 seconds until the animation is over during a boss fight where a single hit is half my hp... how hard is it to add a button to cancel it? games fun till you're grinding level 4 pals for expeditions and letting your pals do all the fighting while you sit there and do no damage with your own guns. i tried over and over to 100% the game, so ♥♥♥♥♥♥♥ boring.",0,2,0,0,0,0,0,1,1,0,0,0,150-300h
"the game dosent work. the idea is great but execution lacks. and i dont care about the game's potential, im going to talk about the game i am playing and paid for. saying the game is early access does not pass for me, especially in the market it is fighting in. the base game is not good enough to be played without mods.

- the ai is trash. like, ridiculously bad. the first time i went into an oil rig i was super excited to explore and fight, only to be faced with the most braindead enemies. their pathing is awful, they cant detect me unless im in their face, and even then, the fight is boring.
- the pals ai is also pretty bad in combat. too many times my pal's size made its path break and it couldnt come inside buildings i was fighting in.
- the base pals gets stuck all the time. how does this still happen after 2 years of development?
- fighting with pals is underwhelming. if i ride one, i use the 3 skills i have, wait x amount of time, and use them again. there is no flow. also, the casting time sucks. waiting 3 seconds for an animation ruins the flow. why dont pals have basic attacks? like a punch to fill the gaps between cooldowns.
- riding ground pals is bad. i get stuck on the smallest rock while running on a slope. cant climb anything, so i need to get off a pal, climb, and get on the pal again. just ruins the flow
- going on and off pals is so bad. i press the button and either the pal doesnt come or i looked at something else, so the key ends up doing something else.
- whats the point of an aiming cursor if the thing im AIMING at doesnt register? for example, if im close to a pal and try to shoot it, or worse, trying to pick up things from the ground while riding a pal is a pain.
- movment in base lacks. rolling around 10 times to get faster to a chest sucks
- pals put stuff in random chests. i dont want to need to modify every chest just so they put them where i want them too.

to sum up. in no way does this game deserve the overwhelmingly positive title, its too broken.",False,114.38333333333334,6,7,"the game dosent work. the idea is great but execution lacks. and i dont care about the game's potential, im going to talk about the game i am playing and paid for. saying the game is early access does not pass for me, especially in the market it is fighting in. the base game is not good enough to be played without mods.

- the ai is trash. like, ridiculously bad. the first time i went into an oil rig i was super excited to explore and fight, only to be faced with the most braindead enemies. their pathing is awful, they cant detect me unless im in their face, and even then, the fight is boring.
- the pals ai is also pretty bad in combat. too many times my pal's size made its path break and it couldnt come inside buildings i was fighting in.
- the base pals gets stuck all the time. how does this still happen after 2 years of development?
- fighting with pals is underwhelming. if i ride one, i use the 3 skills i have, wait x amount of time, and use them again. there is no flow. also, the casting time sucks. waiting 3 seconds for an animation ruins the flow. why dont pals have basic attacks? like a punch to fill the gaps between cooldowns.
- riding ground pals is bad. i get stuck on the smallest rock while running on a slope. cant climb anything, so i need to get off a pal, climb, and get on the pal again. just ruins the flow
- going on and off pals is so bad. i press the button and either the pal doesnt come or i looked at something else, so the key ends up doing something else.
- whats the point of an aiming cursor if the thing im aiming at doesnt register? for example, if im close to a pal and try to shoot it, or worse, trying to pick up things from the ground while riding a pal is a pain.
- movment in base lacks. rolling around 10 times to get faster to a chest sucks
- pals put stuff in random chests. i dont want to need to modify every chest just so they put them where i want them too.

to sum up. in no way does this game deserve the overwhelmingly positive title, its too broken.",0,0,0,1,1,0,1,0,0,0,0,0,50-150h
"Palworld in its current form is a good game, but not great. It can get there with the release of 1.0, but it's not there yet.

The gunplay loses its lustre very fast and the pal fighting is just okay. Being able to customise world settings allows you to get rid of things you don't like and increase things that you do like. The base building is the main selling part of the game, but still needs a lot more polish. The guys you can catch are all very varied and neat, and the breeding/IV process is straightforward. There is a fair amount of grinding in the late-game, but if you like that, then it won't bother you.

The game is fine solo, but I would recommend playing it with friends, as it truly shines in its multiplayer and feels more lived-in as a result. With friends, it also makes the variety of combat-related things to do more interesting as well, like the enemy bases, dungeons, towers, and raids. Friends cannot help with the poorly designed oil rigs, though, as I think that all of the oil rigs probably require an overhaul to actually be fun to go through.

I have high hopes for Palworld's future as 1.0 comes ever closer. It won't ever be the Pokémon killer that people initially lauded it to be, but it doesn't have to be. It can carve out its own niche just fine, and I look forward to seeing how it turns out at full release.",True,544.5333333333333,1,7,"palworld in its current form is a good game, but not great. it can get there with the release of 1.0, but it's not there yet.

the gunplay loses its lustre very fast and the pal fighting is just okay. being able to customise world settings allows you to get rid of things you don't like and increase things that you do like. the base building is the main selling part of the game, but still needs a lot more polish. the guys you can catch are all very varied and neat, and the breeding/iv process is straightforward. there is a fair amount of grinding in the late-game, but if you like that, then it won't bother you.

the game is fine solo, but i would recommend playing it with friends, as it truly shines in its multiplayer and feels more lived-in as a result. with friends, it also makes the variety of combat-related things to do more interesting as well, like the enemy bases, dungeons, towers, and raids. friends cannot help with the poorly designed oil rigs, though, as i think that all of the oil rigs probably require an overhaul to actually be fun to go through.

i have high hopes for palworld's future as 1.0 comes ever closer. it won't ever be the pokémon killer that people initially lauded it to be, but it doesn't have to be. it can carve out its own niche just fine, and i look forward to seeing how it turns out at full release.",0,2,0,1,0,0,0,0,2,2,0,0,500-800h
"Been enjoying for 100's of hours single player. Big open world to explore on foot, riding/flying pals and gliding/grappling/climbing across diverse landscapes.

The game has enough systems to keep you occupied but I never felt overwhelmed. Fight or capture and strengthen pals. Research technologies as you/pals level up. that help you, Pals and your tech advance. Create multiple bases (as complex or basic as you want) filled with your Pals that do a lot of the busy work for you (mine/farm/make items etc).

The game ran smoothly on high/epic settings. The graphics looked good, in that they fit the game style.  Some lower res textures did not bother me. The in game music is really good without feeling repetitive, even after 300 hrs.

The game also has a lot of options (can change whenever you load up) to help you enjoy the game you want (no base raids, less stamina drop etc). There is also a great modding community for even more choice.

Looking forward to a further playthrough when the game comes out of early access.",True,453.48333333333335,1,7,"been enjoying for 100's of hours single player. big open world to explore on foot, riding/flying pals and gliding/grappling/climbing across diverse landscapes.

the game has enough systems to keep you occupied but i never felt overwhelmed. fight or capture and strengthen pals. research technologies as you/pals level up. that help you, pals and your tech advance. create multiple bases (as complex or basic as you want) filled with your pals that do a lot of the busy work for you (mine/farm/make items etc).

the game ran smoothly on high/epic settings. the graphics looked good, in that they fit the game style.  some lower res textures did not bother me. the in game music is really good without feeling repetitive, even after 300 hrs.

the game also has a lot of options (can change whenever you load up) to help you enjoy the game you want (no base raids, less stamina drop etc). there is also a great modding community for even more choice.

looking forward to a further playthrough when the game comes out of early access.",0,1,0,0,1,0,0,0,1,0,0,0,300-500h
"I found it really funny how many people boycotted, or didnt play this game because that one dude said it was made with AI,
The game isn't perfect, it doesn't have a story that people expected form a Mon capture game, But it's a fresh air to those style games that a lot of us needed to kill time in.

If you are looking for an ARK style game that has building, Mon Capture mechanics, lots of Grinding, Factory management ish, and guns, and a good time killer to play with friends on the same server this game is for you.",True,355.03333333333336,1,7,"i found it really funny how many people boycotted, or didnt play this game because that one dude said it was made with ai,
the game isn't perfect, it doesn't have a story that people expected form a mon capture game, but it's a fresh air to those style games that a lot of us needed to kill time in.

if you are looking for an ark style game that has building, mon capture mechanics, lots of grinding, factory management ish, and guns, and a good time killer to play with friends on the same server this game is for you.",0,2,0,0,0,0,0,0,0,3,0,0,300-500h
Until you reach the 5th/6th tower the game is a lot of fun. After that it becomes an absolute slog of grinding and frustration. Mid to late game bosses have way too much health and deal way too much damage to the point where if you bring a full team that counters the bosses element they will be one shot anyway. Materials needed for late game gear have absurd crafting costs that take way too long farm for (the strongest weapon currently is not even worth crafting because the amount of materials needed to craft the ammo is ridiculous). I wish I could recommend it as the first half of the game is genuinely well paced but after that it just becomes monotonous.,False,140.51666666666668,1,7,until you reach the 5th/6th tower the game is a lot of fun. after that it becomes an absolute slog of grinding and frustration. mid to late game bosses have way too much health and deal way too much damage to the point where if you bring a full team that counters the bosses element they will be one shot anyway. materials needed for late game gear have absurd crafting costs that take way too long farm for (the strongest weapon currently is not even worth crafting because the amount of materials needed to craft the ammo is ridiculous). i wish i could recommend it as the first half of the game is genuinely well paced but after that it just becomes monotonous.,0,3,0,0,0,0,0,0,0,0,0,0,50-150h
"Imagine Necesse grew up, moved to a tropical island, and started a full-scale manufacturing empire. The transition to 3D makes the base automation feel incredibly satisfying—there’s nothing quite like watching a giant electric sheep handle your logistics while you oversee the production lines.

The Loop: From ""Aww"" to ""Get Back to Work""
The early game is pure magic. You’re exploring, capturing, and marveling at the physics of it all. However, the mid-to-late game for a solo player hits a familiar, daunting wall. Your base becomes a well-oiled machine, the gameplay loop locks in, and suddenly you realize you’ve accidentally become a middle manager for magical creatures. Just when you think you're done, the arenas and massive endgame scale pull you back into the chaos.

The Wall: A Disrespectful Grind
Despite the addictive ""just five more minutes"" quality, the endgame reveals a brutal mathematical reality that is fundamentally disrespectful of a human's time. To field a competitive raid team of 15 Pals at 4 stars, you are looking at a minimum of 1,740+ Pals bred or captured just for the condensation process.

When you factor in the hunt for ""God Roll"" passive traits, a solo player is forced into a staggering cycle of:

Managing hundreds of breeding eggs.

Discarding/butchering thousands of ""failed"" units.

Engaging in what eventually feels like unpaid data entry.

For a soloist, this isn't a test of skill; it's a test of sheer endurance that the game doesn't sufficiently reward.

This does not include end game farming, ingots or ore introduced in Feybreak.. its just insanity, I mean I earn a decent real life salary for what feels like less work than this. If you play vanilla, without mods, Wand or any custom world settings, you will be crucified!

The Verdict: To 100%, I cant recommend this game at all, its far too involved.
Palworld is a brilliant, genre-bending masterpiece for the first 40 hours, but it eventually transforms into a repetitive grind that treats the player like a machine, the time investment (even when factoring in sliders or world adjustments) is just beyond acceptable and because the endgame requirements are so wildly out of sync with a solo player's time, the sheer scale and chaos - while addictive - can't quite save it from feeling like a second job. 

It’s a superb experience that ultimately demands more than it gives back.",False,189.96666666666667,6,13,"imagine necesse grew up, moved to a tropical island, and started a full-scale manufacturing empire. the transition to 3d makes the base automation feel incredibly satisfying—there’s nothing quite like watching a giant electric sheep handle your logistics while you oversee the production lines.

the loop: from ""aww"" to ""get back to work""
the early game is pure magic. you’re exploring, capturing, and marveling at the physics of it all. however, the mid-to-late game for a solo player hits a familiar, daunting wall. your base becomes a well-oiled machine, the gameplay loop locks in, and suddenly you realize you’ve accidentally become a middle manager for magical creatures. just when you think you're done, the arenas and massive endgame scale pull you back into the chaos.

the wall: a disrespectful grind
despite the addictive ""just five more minutes"" quality, the endgame reveals a brutal mathematical reality that is fundamentally disrespectful of a human's time. to field a competitive raid team of 15 pals at 4 stars, you are looking at a minimum of 1,740+ pals bred or captured just for the condensation process.

when you factor in the hunt for ""god roll"" passive traits, a solo player is forced into a staggering cycle of:

managing hundreds of breeding eggs.

discarding/butchering thousands of ""failed"" units.

engaging in what eventually feels like unpaid data entry.

for a soloist, this isn't a test of skill; it's a test of sheer endurance that the game doesn't sufficiently reward.

this does not include end game farming, ingots or ore introduced in feybreak.. its just insanity, i mean i earn a decent real life salary for what feels like less work than this. if you play vanilla, without mods, wand or any custom world settings, you will be crucified!

the verdict: to 100%, i cant recommend this game at all, its far too involved.
palworld is a brilliant, genre-bending masterpiece for the first 40 hours, but it eventually transforms into a repetitive grind that treats the player like a machine, the time investment (even when factoring in sliders or world adjustments) is just beyond acceptable and because the endgame requirements are so wildly out of sync with a solo player's time, the sheer scale and chaos - while addictive - can't quite save it from feeling like a second job. 

it’s a superb experience that ultimately demands more than it gives back.",2,2,0,0,0,0,0,0,1,0,0,1,150-300h
"---{ 1 / 10 }---
☑ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☐ 10

I Believe I've died in this game 20+ times to clipping through the ground. Enemies often get stuck in corners and bug out. Everything is a crazy grind on standard settings. The game crashes all the time! Hardly any music at all in this game! By far the worst thing about this game was the boss/raid boss fights. I couldn't see at all in most of them. Visual effects that blinds the player for several seconds, which is totally disorienting. I'll include some screen shots of this horrible graphical design. 

https://steamcommunity.com/sharedfiles/filedetails/?id=3724318531

https://steamcommunity.com/sharedfiles/filedetails/?id=3724319162
",False,143.61666666666667,2,7,"---{ 1 / 10 }---
☑ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☐ 10

i believe i've died in this game 20+ times to clipping through the ground. enemies often get stuck in corners and bug out. everything is a crazy grind on standard settings. the game crashes all the time! hardly any music at all in this game! by far the worst thing about this game was the boss/raid boss fights. i couldn't see at all in most of them. visual effects that blinds the player for several seconds, which is totally disorienting. i'll include some screen shots of this horrible graphical design. 

https://steamcommunity.com/sharedfiles/filedetails/?id=3724318531

https://steamcommunity.com/sharedfiles/filedetails/?id=3724319162
",0,1,0,0,0,1,3,0,2,0,0,0,50-150h
"I think this game is fun enough and has novel enough mechanics to be worth a shot but this is quite literally the grindiest game I think I've ever played. And looking at the achievements, it shows how far people are getting anywhere in the game. It can be a fun time but I had to be on custom difficulty to enjoy the game",False,62.68333333333333,10,7,"i think this game is fun enough and has novel enough mechanics to be worth a shot but this is quite literally the grindiest game i think i've ever played. and looking at the achievements, it shows how far people are getting anywhere in the game. it can be a fun time but i had to be on custom difficulty to enjoy the game",0,1,0,0,0,0,0,0,0,0,0,1,50-150h
"I stayed off this game at first as I thought it was a pokemon rip off. Yet, after researching and know more about the lawsuit, I decided to try as I was bored as f and I have friends to play with at that time. 

I was genuinely suprisied how good this game is.

Graphics Sublime. Map was Great despite not fully open yet. Nintendo shame on you. Money grabbing for years and still can't make a well run pokemon game.

The Pals were not the most creative as you might have known by watching videos. Yet, the mechanics of this game is just everything we wanted from a pokemon game. Throwing the spheres, mounting and controlling our pals. Using our pals' abilities.  etc etc. I think the game did a great job to satisfy the OG pokemon players by implementing such a immersive system to fight and bond with our pals. 

The baseworking pal system was also a good design eventhough turning my pals into slavery was never on my bucketlist. It add depths to the pals and also set a different direction to normal pokemon experience.

The building system was the most suprising. I am pretty bad at it but if you have ever look palworld builds on Youtube. So much you can do with this building system.

For now, I am waiting for the 1.0 version to start and learn the game all over again. 

Eventhough there migh be a lot of controversies surrounding this game, you can't denie that this is an amazing game. 

Pokemon Scarlet and Violet was the first everpokemon game that I actually play. I did manage to play til the end (without DLC). Yet, I have fight against the toaster graphics of my switch and kindergarden main story to finsh the game. The graphics and open world system is enough for Palworld to surpass Pokemon recent titles including legend series,

Palworld might be the new default creature capture game for me. Pokemon+Ark with an automatic rifle to torture the pals? It is a big yes for me. 

9/10 -1 for the grinding you need to do to make your pals perfect.",True,304.9833333333333,1,7,"i stayed off this game at first as i thought it was a pokemon rip off. yet, after researching and know more about the lawsuit, i decided to try as i was bored as f and i have friends to play with at that time. 

i was genuinely suprisied how good this game is.

graphics sublime. map was great despite not fully open yet. nintendo shame on you. money grabbing for years and still can't make a well run pokemon game.

the pals were not the most creative as you might have known by watching videos. yet, the mechanics of this game is just everything we wanted from a pokemon game. throwing the spheres, mounting and controlling our pals. using our pals' abilities.  etc etc. i think the game did a great job to satisfy the og pokemon players by implementing such a immersive system to fight and bond with our pals. 

the baseworking pal system was also a good design eventhough turning my pals into slavery was never on my bucketlist. it add depths to the pals and also set a different direction to normal pokemon experience.

the building system was the most suprising. i am pretty bad at it but if you have ever look palworld builds on youtube. so much you can do with this building system.

for now, i am waiting for the 1.0 version to start and learn the game all over again. 

eventhough there migh be a lot of controversies surrounding this game, you can't denie that this is an amazing game. 

pokemon scarlet and violet was the first everpokemon game that i actually play. i did manage to play til the end (without dlc). yet, i have fight against the toaster graphics of my switch and kindergarden main story to finsh the game. the graphics and open world system is enough for palworld to surpass pokemon recent titles including legend series,

palworld might be the new default creature capture game for me. pokemon+ark with an automatic rifle to torture the pals? it is a big yes for me. 

9/10 -1 for the grinding you need to do to make your pals perfect.",0,2,0,0,0,1,0,0,0,2,1,0,300-500h
"so writing this during the time between tides of terraria>1.0
game is a neat collectathon, base management.
theres a ton of settings you can edit. a great example is egg hatching times in single player to can just have it instantly done. edit exp rates.
i have done multiple runs of the game. 
something really needed is for organizeation purposes in base no carry weight. it is something i really would like.
sure i can edit world settings and make everything weigh effectivly 0 but i just want  to move my stack of stone/wood/iron into some other chest.
love the game hope. the lawsuit changes get reverted at some point once thats all over.
just understand to do alot of the end game content you have to really grind. approach the game with that mentality you should be fine.",True,466.85,0,7,"so writing this during the time between tides of terraria>1.0
game is a neat collectathon, base management.
theres a ton of settings you can edit. a great example is egg hatching times in single player to can just have it instantly done. edit exp rates.
i have done multiple runs of the game. 
something really needed is for organizeation purposes in base no carry weight. it is something i really would like.
sure i can edit world settings and make everything weigh effectivly 0 but i just want  to move my stack of stone/wood/iron into some other chest.
love the game hope. the lawsuit changes get reverted at some point once thats all over.
just understand to do alot of the end game content you have to really grind. approach the game with that mentality you should be fine.",1,1,0,0,0,1,0,0,0,0,0,0,300-500h
"Guns, Open world, creature capturing, and base building. The game is fun if a little grindy (which i don't mind). The setting can be controlled to suit your playstyle. Random creature and level spawns is available. I recommend just jumping and having fun.",True,360.28333333333336,0,7,"guns, open world, creature capturing, and base building. the game is fun if a little grindy (which i don't mind). the setting can be controlled to suit your playstyle. random creature and level spawns is available. i recommend just jumping and having fun.",0,2,0,1,0,0,0,0,0,0,0,0,300-500h
Good game however the grind at the later levels is absolutely horrendous. Doubt I will complete it.,True,387.3333333333333,0,7,good game however the grind at the later levels is absolutely horrendous. doubt i will complete it.,0,1,0,0,0,0,0,0,0,0,0,0,300-500h
"Very fun, entertainingly quirky. It's like a love-letter to all the survival/building games out there, and honestly for all the obvious appearance comparisons out there...

This game feels like the devs played Ark and Conan Exiles, got frustrated with the mechanics in those, and said they could do better. And in general they did. For all the ""off-brand Pokewhatever"" vibe, I pick up a lot of the Pals being far more reminiscent of some of the mid-to-endgame dinos from Ark (Reptyro, I'm lookin' at you, you're the Ankylo's anime cousin.)

This is perfectly playable in early access, and they keep adding free content -- collabs and additions that aren't doing that ""pay for this DLC before the game is out of early access"" nonsense thus far.

It runs far better than and has way less jank in base building than Ark EVER HAS. Thus far my experience is the bugs are few and far between. The dungeons and boss instances are a little repetitive but fun.

The only real issue I have is while working through the main quest sometimes there's a real jump, you get told ""go beat this boss in this place"" and they're waaaaay tougher than the previous boss, so you have to take time and build up when you didn't expect it.",True,118.16666666666669,0,6,"very fun, entertainingly quirky. it's like a love-letter to all the survival/building games out there, and honestly for all the obvious appearance comparisons out there...

this game feels like the devs played ark and conan exiles, got frustrated with the mechanics in those, and said they could do better. and in general they did. for all the ""off-brand pokewhatever"" vibe, i pick up a lot of the pals being far more reminiscent of some of the mid-to-endgame dinos from ark (reptyro, i'm lookin' at you, you're the ankylo's anime cousin.)

this is perfectly playable in early access, and they keep adding free content -- collabs and additions that aren't doing that ""pay for this dlc before the game is out of early access"" nonsense thus far.

it runs far better than and has way less jank in base building than ark ever has. thus far my experience is the bugs are few and far between. the dungeons and boss instances are a little repetitive but fun.

the only real issue i have is while working through the main quest sometimes there's a real jump, you get told ""go beat this boss in this place"" and they're waaaaay tougher than the previous boss, so you have to take time and build up when you didn't expect it.",1,1,0,1,1,0,2,1,1,0,0,0,50-150h
"I'm a very casual gamer and I enjoy that quite literally everything can be achieved individually if you so choose, or as a team.  This isn't Pokemon per say, more a great survival adaption that involves creatures. Even though I've played through every level and update thus far, I'm still an avid player.",True,578.7666666666667,0,7,"i'm a very casual gamer and i enjoy that quite literally everything can be achieved individually if you so choose, or as a team.  this isn't pokemon per say, more a great survival adaption that involves creatures. even though i've played through every level and update thus far, i'm still an avid player.",0,0,0,0,0,1,0,1,0,0,0,1,500-800h
be warned the latest version of the game is unplayable. you can get only so far before the autosave starts kicking you out of the game saying that the save file is too long. look it up and you find this problem has persisted over a year. if they ever get it fixed i might come back but I don't think you should buy a game that will waste the time you sink into it.,False,352.8333333333333,0,8,be warned the latest version of the game is unplayable. you can get only so far before the autosave starts kicking you out of the game saying that the save file is too long. look it up and you find this problem has persisted over a year. if they ever get it fixed i might come back but i don't think you should buy a game that will waste the time you sink into it.,0,0,0,0,0,0,0,0,0,0,0,0,300-500h
have been playing for quite some time and may be one of the better games I have played so far. a mix of relaxed and also exciting game mechanics. player community is also nice.,True,1128.75,0,7,have been playing for quite some time and may be one of the better games i have played so far. a mix of relaxed and also exciting game mechanics. player community is also nice.,0,0,0,0,0,0,0,0,0,0,0,1,800h+
"It's grindy.  It's violent.  There are guns, rocket launchers, bows and arrows.  You die with fair regularity.  but it's fun.  The graphics are decent, and it flows fairly well.  I haven't crashed.  The Pals are silly, but that helps keep it playful.  I only wish it was open world.  Even if it meant scaling back our building areas, and limiting things, I'd love to play with others.  I've tried the open servers, that is broken.  I paid for my version, and don't regret the expenditure.",True,395.6666666666667,0,7,"it's grindy.  it's violent.  there are guns, rocket launchers, bows and arrows.  you die with fair regularity.  but it's fun.  the graphics are decent, and it flows fairly well.  i haven't crashed.  the pals are silly, but that helps keep it playful.  i only wish it was open world.  even if it meant scaling back our building areas, and limiting things, i'd love to play with others.  i've tried the open servers, that is broken.  i paid for my version, and don't regret the expenditure.",0,2,0,0,0,0,2,0,0,2,0,0,300-500h
"I wish there was a Mixed review. Palworld is a survival game with a skin of a Monster Collector. It's a nice fresh breath of air for people playing for the Monster Collector genre aspect, It got a lot of traction because people got tired of same old Pokemon formula in Monster collector genre. However, in reality, it brings nothing new into the survival genre itself. People who are coming from the survival genre will find the exact same reskin of concepts of grind and automation. Adventure is meh as the world itself is empty and bland. Dungeons are boring, and everything else about the game including quests are undercooked except the Pal and automation mechanics. Same survival dna where grind gets worse and more time-consuming near-endgame. This game will offer you nothing new, if you are coming from other survival games and looking for a game that does different within the genre. If you are a monster collector fan, game will feel fun until you hit bigger grinds that are part of survival games and you might be turned off by it.",True,43.8,0,6,"i wish there was a mixed review. palworld is a survival game with a skin of a monster collector. it's a nice fresh breath of air for people playing for the monster collector genre aspect, it got a lot of traction because people got tired of same old pokemon formula in monster collector genre. however, in reality, it brings nothing new into the survival genre itself. people who are coming from the survival genre will find the exact same reskin of concepts of grind and automation. adventure is meh as the world itself is empty and bland. dungeons are boring, and everything else about the game including quests are undercooked except the pal and automation mechanics. same survival dna where grind gets worse and more time-consuming near-endgame. this game will offer you nothing new, if you are coming from other survival games and looking for a game that does different within the genre. if you are a monster collector fan, game will feel fun until you hit bigger grinds that are part of survival games and you might be turned off by it.",1,1,0,0,0,1,0,0,1,0,0,0,<50h
"I absolutely love this game. Before I start. I am a 65 year old man who is quite happy with a game lasting 10-20 hours and very often get to a stage where I just think ""oh come on I must be near the end now"". Favourite game ever (Was) Ocarina of time. Palworld has definitely become my favourite game ever.
I'm now 475 hours into this game and have done all of the content I feel I need to do. Played against bosses multiple times. Done oil rigs multiple times. Bred and maxed out all of my favourite pals. And I still want more. I'm currently just collecting ores and refining and I'm really, really looking forward to full release. Will I start a new game? I don't know but I have a sneaking suspicion I just might. 
I love all of the pals. Favourites being Grizzbolt and Jormuntide. (Maybe because of the Pokemon likeness). I have never been this hooked on any game.
When I first saw the game I thought ""Guns. Really"" Somehow the guns work really well.
My only downside is my bases look like an escher drawing. My fault not the game. Maybe that's something I should do. Make a nice base.
I would have no hesitation recommending this game.",True,576.8,0,7,"i absolutely love this game. before i start. i am a 65 year old man who is quite happy with a game lasting 10-20 hours and very often get to a stage where i just think ""oh come on i must be near the end now"". favourite game ever (was) ocarina of time. palworld has definitely become my favourite game ever.
i'm now 475 hours into this game and have done all of the content i feel i need to do. played against bosses multiple times. done oil rigs multiple times. bred and maxed out all of my favourite pals. and i still want more. i'm currently just collecting ores and refining and i'm really, really looking forward to full release. will i start a new game? i don't know but i have a sneaking suspicion i just might. 
i love all of the pals. favourites being grizzbolt and jormuntide. (maybe because of the pokemon likeness). i have never been this hooked on any game.
when i first saw the game i thought ""guns. really"" somehow the guns work really well.
my only downside is my bases look like an escher drawing. my fault not the game. maybe that's something i should do. make a nice base.
i would have no hesitation recommending this game.",0,0,0,0,0,0,0,0,0,0,0,1,500-800h
"Palworld is my comfort game. ivee just finished it (maxing out pal ranks, breeding the best frostalion noct with 4 blue passives, defeated the towers on hard mode, collecting each and ever pal more than once, getting almost every pal i could with the lucky trait and so much more) 
i feel like there is still a lot i can do grinding wise, but this has beeen the best game i have ever played, its like reading a good series and the last book isnt released yet. you cant read another book because its just not the same. i try to play other games but i just cant, i just sit here and restart the game over and over waiting for the next update. 
i love this game and ill probaly be playing it for the rest of my life. i cant wait for whats to come regarding the tree.  what new pals are coming to the game. i hope there a lot more areas to explore, more raids to do. 
to those who have been thinking about playing the game and havent yet, give it a try, i dont think yull be dissapointed 
",True,527.9833333333333,0,7,"palworld is my comfort game. ivee just finished it (maxing out pal ranks, breeding the best frostalion noct with 4 blue passives, defeated the towers on hard mode, collecting each and ever pal more than once, getting almost every pal i could with the lucky trait and so much more) 
i feel like there is still a lot i can do grinding wise, but this has beeen the best game i have ever played, its like reading a good series and the last book isnt released yet. you cant read another book because its just not the same. i try to play other games but i just cant, i just sit here and restart the game over and over waiting for the next update. 
i love this game and ill probaly be playing it for the rest of my life. i cant wait for whats to come regarding the tree.  what new pals are coming to the game. i hope there a lot more areas to explore, more raids to do. 
to those who have been thinking about playing the game and havent yet, give it a try, i dont think yull be dissapointed 
",0,2,0,0,0,0,0,1,1,0,0,0,500-800h
"Didn't find this game particularly fun to play, becomes very boring after couple of hours. 

After you pass early game, it becomes very grindy and repetetive. Then it just became frustrating.

3/10",False,15.083333333333334,2,7,"didn't find this game particularly fun to play, becomes very boring after couple of hours. 

after you pass early game, it becomes very grindy and repetetive. then it just became frustrating.

3/10",0,3,0,0,0,0,0,0,0,0,0,0,<50h
"Points for the win over nintendo but this is such a hot garbage game. Not pal fighter game in the slightest. I just dodge laps around an enemy on 10 hp on flat ground. My pal did absolutely nothing no attacks at all. and this is on the 4rth runback to this spot. All right at the waypoint. You'll progress and you'll feel the shift of the game doesn't want you alive. It's a ridiculous switch. Make your pals actually attack nonstop cuz if not what is the point of the attack wheel. It's so infuriating to see it in a staring contest with the enemy shooting me in plain sight. If you play you will note. Their is no difficulty just a grind. If they don't want you there you won't so don't bother exploring. They don't want you to fight with your pals. If you fight and capture a pal it is now brought down to your level. Been in countless fights with one pal, don't matter. Your level is it's level and this is a slog. I played at release and I've now played the equal amount of hrs and I'm barely lvl 24. This is not fun at all when most of the unlocks is just saddles. like what is the purpose of that? It's a terrible survival game where base building is worse than No Man's Sky's. Pals don't interact with base how you want or anywere really. I'm just grinding for an opportunity to fight stronger pals that if I catch I will not be rewarded. I get to play with my brother but this is just an aggravating game.",False,100.06666666666666,1,7,"points for the win over nintendo but this is such a hot garbage game. not pal fighter game in the slightest. i just dodge laps around an enemy on 10 hp on flat ground. my pal did absolutely nothing no attacks at all. and this is on the 4rth runback to this spot. all right at the waypoint. you'll progress and you'll feel the shift of the game doesn't want you alive. it's a ridiculous switch. make your pals actually attack nonstop cuz if not what is the point of the attack wheel. it's so infuriating to see it in a staring contest with the enemy shooting me in plain sight. if you play you will note. their is no difficulty just a grind. if they don't want you there you won't so don't bother exploring. they don't want you to fight with your pals. if you fight and capture a pal it is now brought down to your level. been in countless fights with one pal, don't matter. your level is it's level and this is a slog. i played at release and i've now played the equal amount of hrs and i'm barely lvl 24. this is not fun at all when most of the unlocks is just saddles. like what is the purpose of that? it's a terrible survival game where base building is worse than no man's sky's. pals don't interact with base how you want or anywere really. i'm just grinding for an opportunity to fight stronger pals that if i catch i will not be rewarded. i get to play with my brother but this is just an aggravating game.",0,2,0,1,0,0,0,0,0,1,0,0,50-150h
